"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"< 1 year"	"1"	"2008"	"2008"	894	119845	746.0
	"Michigan"	"26"	"< 1 year"	"1"	"2009"	"2009"	881	115508	762.7
	"Michigan"	"26"	"< 1 year"	"1"	"2010"	"2010"	817	114751	712.0
	"Michigan"	"26"	"< 1 year"	"1"	"2011"	"2011"	749	113146	662.0
	"Michigan"	"26"	"< 1 year"	"1"	"2012"	"2012"	782	110762	706.0
	"Michigan"	"26"	"< 1 year"	"1"	"2013"	"2013"	799	112871	707.9
	"Michigan"	"26"	"< 1 year"	"1"	"2014"	"2014"	745	112448	662.5
	"Michigan"	"26"	"< 1 year"	"1"	"2015"	"2015"	744	114061	652.3
	"Michigan"	"26"	"< 1 year"	"1"	"2016"	"2016"	730	113865	641.1
	"Michigan"	"26"	"< 1 year"	"1"	"2017"	"2017"	755	111691	676.0
	"Michigan"	"26"	"< 1 year"	"1"	"2018"	"2018"	684	110301	620.1
	"Michigan"	"26"	"1-4 years"	"1-4"	"1999"	"1999"	201	541478	37.1
	"Michigan"	"26"	"1-4 years"	"1-4"	"2000"	"2000"	173	540817	32.0
	"Michigan"	"26"	"1-4 years"	"1-4"	"2001"	"2001"	169	535057	31.6
	"Michigan"	"26"	"1-4 years"	"1-4"	"2002"	"2002"	152	534407	28.4
	"Michigan"	"26"	"1-4 years"	"1-4"	"2003"	"2003"	143	530063	27.0
	"Michigan"	"26"	"1-4 years"	"1-4"	"2004"	"2004"	136	525153	25.9
	"Michigan"	"26"	"1-4 years"	"1-4"	"2005"	"2005"	173	520905	33.2
	"Michigan"	"26"	"1-4 years"	"1-4"	"2006"	"2006"	134	510771	26.2
	"Michigan"	"26"	"1-4 years"	"1-4"	"2007"	"2007"	121	502441	24.1
	"Michigan"	"26"	"1-4 years"	"1-4"	"2008"	"2008"	127	495024	25.7
	"Michigan"	"26"	"1-4 years"	"1-4"	"2009"	"2009"	122	486285	25.1
	"Michigan"	"26"	"1-4 years"	"1-4"	"2010"	"2010"	114	481535	23.7
	"Michigan"	"26"	"1-4 years"	"1-4"	"2011"	"2011"	113	471244	24.0
	"Michigan"	"26"	"1-4 years"	"1-4"	"2012"	"2012"	131	464952	28.2
	"Michigan"	"26"	"1-4 years"	"1-4"	"2013"	"2013"	103	459897	22.4
	"Michigan"	"26"	"1-4 years"	"1-4"	"2014"	"2014"	103	457844	22.5
	"Michigan"	"26"	"1-4 years"	"1-4"	"2015"	"2015"	117	457715	25.6
	"Michigan"	"26"	"1-4 years"	"1-4"	"2016"	"2016"	144	460558	31.3
	"Michigan"	"26"	"1-4 years"	"1-4"	"2017"	"2017"	113	461591	24.5
	"Michigan"	"26"	"1-4 years"	"1-4"	"2018"	"2018"	136	461862	29.4
	"Michigan"	"26"	"5-9 years"	"5-9"	"1999"	"1999"	125	752758	16.6
	"Michigan"	"26"	"5-9 years"	"5-9"	"2000"	"2000"	128	745181	17.2
	"Michigan"	"26"	"5-9 years"	"5-9"	"2001"	"2001"	112	724404	15.5
	"Michigan"	"26"	"5-9 years"	"5-9"	"2002"	"2002"	122	707356	17.2
	"Michigan"	"26"	"5-9 years"	"5-9"	"2003"	"2003"	114	695524	16.4
	"Michigan"	"26"	"5-9 years"	"5-9"	"2004"	"2004"	105	685321	15.3
	"Michigan"	"26"	"5-9 years"	"5-9"	"2005"	"2005"	110	675142	16.3
	"Michigan"	"26"	"5-9 years"	"5-9"	"2006"	"2006"	87	669858	13.0
	"Michigan"	"26"	"5-9 years"	"5-9"	"2007"	"2007"	87	662058	13.1
	"Michigan"	"26"	"5-9 years"	"5-9"	"2008"	"2008"	62	651306	9.5
	"Michigan"	"26"	"5-9 years"	"5-9"	"2009"	"2009"	94	644056	14.6
	"Michigan"	"26"	"5-9 years"	"5-9"	"2010"	"2010"	73	637784	11.4
	"Michigan"	"26"	"5-9 years"	"5-9"	"2011"	"2011"	68	623373	10.9
	"Michigan"	"26"	"5-9 years"	"5-9"	"2012"	"2012"	71	619561	11.5
	"Michigan"	"26"	"5-9 years"	"5-9"	"2013"	"2013"	66	614368	10.7
	"Michigan"	"26"	"5-9 years"	"5-9"	"2014"	"2014"	63	605417	10.4
	"Michigan"	"26"	"5-9 years"	"5-9"	"2015"	"2015"	73	598246	12.2
	"Michigan"	"26"	"5-9 years"	"5-9"	"2016"	"2016"	68	591865	11.5
	"Michigan"	"26"	"5-9 years"	"5-9"	"2017"	"2017"	75	587969	12.8
	"Michigan"	"26"	"5-9 years"	"5-9"	"2018"	"2018"	87	586648	14.8
	"Michigan"	"26"	"10-14 years"	"10-14"	"1999"	"1999"	136	737022	18.5
	"Michigan"	"26"	"10-14 years"	"10-14"	"2000"	"2000"	137	747012	18.3
	"Michigan"	"26"	"10-14 years"	"10-14"	"2001"	"2001"	153	761910	20.1
	"Michigan"	"26"	"10-14 years"	"10-14"	"2002"	"2002"	160	770306	20.8
	"Michigan"	"26"	"10-14 years"	"10-14"	"2003"	"2003"	161	770745	20.9
	"Michigan"	"26"	"10-14 years"	"10-14"	"2004"	"2004"	138	766696	18.0
	"Michigan"	"26"	"10-14 years"	"10-14"	"2005"	"2005"	131	749448	17.5
	"Michigan"	"26"	"10-14 years"	"10-14"	"2006"	"2006"	114	730633	15.6
	"Michigan"	"26"	"10-14 years"	"10-14"	"2007"	"2007"	120	711659	16.9
	"Michigan"	"26"	"10-14 years"	"10-14"	"2008"	"2008"	116	696597	16.7
	"Michigan"	"26"	"10-14 years"	"10-14"	"2009"	"2009"	107	684016	15.6
	"Michigan"	"26"	"10-14 years"	"10-14"	"2010"	"2010"	103	675216	15.3
	"Michigan"	"26"	"10-14 years"	"10-14"	"2011"	"2011"	90	667337	13.5
	"Michigan"	"26"	"10-14 years"	"10-14"	"2012"	"2012"	103	659268	15.6
	"Michigan"	"26"	"10-14 years"	"10-14"	"2013"	"2013"	105	651646	16.1
	"Michigan"	"26"	"10-14 years"	"10-14"	"2014"	"2014"	96	644361	14.9
	"Michigan"	"26"	"10-14 years"	"10-14"	"2015"	"2015"	116	634608	18.3
	"Michigan"	"26"	"10-14 years"	"10-14"	"2016"	"2016"	113	625189	18.1
	"Michigan"	"26"	"10-14 years"	"10-14"	"2017"	"2017"	91	622193	14.6
	"Michigan"	"26"	"10-14 years"	"10-14"	"2018"	"2018"	117	619422	18.9
	"Michigan"	"26"	"15-19 years"	"15-19"	"1999"	"1999"	447	719575	62.1
	"Michigan"	"26"	"15-19 years"	"15-19"	"2000"	"2000"	462	719867	64.2
	"Michigan"	"26"	"15-19 years"	"15-19"	"2001"	"2001"	445	725098	61.4
	"Michigan"	"26"	"15-19 years"	"15-19"	"2002"	"2002"	454	727968	62.4
	"Michigan"	"26"	"15-19 years"	"15-19"	"2003"	"2003"	401	734052	54.6
	"Michigan"	"26"	"15-19 years"	"15-19"	"2004"	"2004"	476	740672	64.3
	"Michigan"	"26"	"15-19 years"	"15-19"	"2005"	"2005"	428	752673	56.9
	"Michigan"	"26"	"15-19 years"	"15-19"	"2006"	"2006"	413	760901	54.3
	"Michigan"	"26"	"15-19 years"	"15-19"	"2007"	"2007"	439	765941	57.3
	"Michigan"	"26"	"15-19 years"	"15-19"	"2008"	"2008"	392	761676	51.5
	"Michigan"	"26"	"15-19 years"	"15-19"	"2009"	"2009"	405	752479	53.8
	"Michigan"	"26"	"15-19 years"	"15-19"	"2010"	"2010"	397	739599	53.7
	"Michigan"	"26"	"15-19 years"	"15-19"	"2011"	"2011"	398	715135	55.7
	"Michigan"	"26"	"15-19 years"	"15-19"	"2012"	"2012"	383	697010	54.9
	"Michigan"	"26"	"15-19 years"	"15-19"	"2013"	"2013"	318	685494	46.4
	"Michigan"	"26"	"15-19 years"	"15-19"	"2014"	"2014"	315	676633	46.6
	"Michigan"	"26"	"15-19 years"	"15-19"	"2015"	"2015"	335	670553	50.0
	"Michigan"	"26"	"15-19 years"	"15-19"	"2016"	"2016"	348	668075	52.1
	"Michigan"	"26"	"15-19 years"	"15-19"	"2017"	"2017"	339	661340	51.3
	"Michigan"	"26"	"15-19 years"	"15-19"	"2018"	"2018"	300	653747	45.9
	"Michigan"	"26"	"20-24 years"	"20-24"	"1999"	"1999"	628	638082	98.4
	"Michigan"	"26"	"20-24 years"	"20-24"	"2000"	"2000"	569	643839	88.4
	"Michigan"	"26"	"20-24 years"	"20-24"	"2001"	"2001"	605	668096	90.6
	"Michigan"	"26"	"20-24 years"	"20-24"	"2002"	"2002"	614	683028	89.9
	"Michigan"	"26"	"20-24 years"	"20-24"	"2003"	"2003"	600	693237	86.6
	"Michigan"	"26"	"20-24 years"	"20-24"	"2004"	"2004"	594	693534	85.6
	"Michigan"	"26"	"20-24 years"	"20-24"	"2005"	"2005"	576	690088	83.5
	"Michigan"	"26"	"20-24 years"	"20-24"	"2006"	"2006"	605	682237	88.7
	"Michigan"	"26"	"20-24 years"	"20-24"	"2007"	"2007"	630	671666	93.8
	"Michigan"	"26"	"20-24 years"	"20-24"	"2008"	"2008"	598	664790	90.0
	"Michigan"	"26"	"20-24 years"	"20-24"	"2009"	"2009"	597	663046	90.0
	"Michigan"	"26"	"20-24 years"	"20-24"	"2010"	"2010"	628	669072	93.9
	"Michigan"	"26"	"20-24 years"	"20-24"	"2011"	"2011"	691	698660	98.9
	"Michigan"	"26"	"20-24 years"	"20-24"	"2012"	"2012"	697	713992	97.6
	"Michigan"	"26"	"20-24 years"	"20-24"	"2013"	"2013"	677	725829	93.3
	"Michigan"	"26"	"20-24 years"	"20-24"	"2014"	"2014"	704	730746	96.3
	"Michigan"	"26"	"20-24 years"	"20-24"	"2015"	"2015"	661	719539	91.9
	"Michigan"	"26"	"20-24 years"	"20-24"	"2016"	"2016"	704	707150	99.6
	"Michigan"	"26"	"20-24 years"	"20-24"	"2017"	"2017"	669	702672	95.2
	"Michigan"	"26"	"20-24 years"	"20-24"	"2018"	"2018"	643	694627	92.6
	"Michigan"	"26"	"25-29 years"	"25-29"	"1999"	"1999"	665	667971	99.6
	"Michigan"	"26"	"25-29 years"	"25-29"	"2000"	"2000"	625	654629	95.5
	"Michigan"	"26"	"25-29 years"	"25-29"	"2001"	"2001"	583	618999	94.2
	"Michigan"	"26"	"25-29 years"	"25-29"	"2002"	"2002"	619	600098	103.1
	"Michigan"	"26"	"25-29 years"	"25-29"	"2003"	"2003"	596	593546	100.4
	"Michigan"	"26"	"25-29 years"	"25-29"	"2004"	"2004"	597	593967	100.5
	"Michigan"	"26"	"25-29 years"	"25-29"	"2005"	"2005"	633	598306	105.8
	"Michigan"	"26"	"25-29 years"	"25-29"	"2006"	"2006"	706	608963	115.9
	"Michigan"	"26"	"25-29 years"	"25-29"	"2007"	"2007"	650	610734	106.4
	"Michigan"	"26"	"25-29 years"	"25-29"	"2008"	"2008"	634	605221	104.8
	"Michigan"	"26"	"25-29 years"	"25-29"	"2009"	"2009"	627	595444	105.3
	"Michigan"	"26"	"25-29 years"	"25-29"	"2010"	"2010"	639	589583	108.4
	"Michigan"	"26"	"25-29 years"	"25-29"	"2011"	"2011"	658	586608	112.2
	"Michigan"	"26"	"25-29 years"	"25-29"	"2012"	"2012"	706	588853	119.9
	"Michigan"	"26"	"25-29 years"	"25-29"	"2013"	"2013"	656	594574	110.3
	"Michigan"	"26"	"25-29 years"	"25-29"	"2014"	"2014"	728	608895	119.6
	"Michigan"	"26"	"25-29 years"	"25-29"	"2015"	"2015"	787	631180	124.7
	"Michigan"	"26"	"25-29 years"	"25-29"	"2016"	"2016"	922	658551	140.0
	"Michigan"	"26"	"25-29 years"	"25-29"	"2017"	"2017"	984	676087	145.5
	"Michigan"	"26"	"25-29 years"	"25-29"	"2018"	"2018"	921	694454	132.6
	"Michigan"	"26"	"30-34 years"	"30-34"	"1999"	"1999"	826	709928	116.3
	"Michigan"	"26"	"30-34 years"	"30-34"	"2000"	"2000"	803	707542	113.5
	"Michigan"	"26"	"30-34 years"	"30-34"	"2001"	"2001"	819	708645	115.6
	"Michigan"	"26"	"30-34 years"	"30-34"	"2002"	"2002"	844	702771	120.1
	"Michigan"	"26"	"30-34 years"	"30-34"	"2003"	"2003"	758	690708	109.7
	"Michigan"	"26"	"30-34 years"	"30-34"	"2004"	"2004"	770	670625	114.8
	"Michigan"	"26"	"30-34 years"	"30-34"	"2005"	"2005"	774	645072	120.0
	"Michigan"	"26"	"30-34 years"	"30-34"	"2006"	"2006"	727	610093	119.2
	"Michigan"	"26"	"30-34 years"	"30-34"	"2007"	"2007"	713	587179	121.4
	"Michigan"	"26"	"30-34 years"	"30-34"	"2008"	"2008"	710	575323	123.4
	"Michigan"	"26"	"30-34 years"	"30-34"	"2009"	"2009"	701	572691	122.4
	"Michigan"	"26"	"30-34 years"	"30-34"	"2010"	"2010"	745	574566	129.7
	"Michigan"	"26"	"30-34 years"	"30-34"	"2011"	"2011"	735	583170	126.0
	"Michigan"	"26"	"30-34 years"	"30-34"	"2012"	"2012"	774	589177	131.4
	"Michigan"	"26"	"30-34 years"	"30-34"	"2013"	"2013"	801	591507	135.4
	"Michigan"	"26"	"30-34 years"	"30-34"	"2014"	"2014"	828	592148	139.8
	"Michigan"	"26"	"30-34 years"	"30-34"	"2015"	"2015"	920	592228	155.3
	"Michigan"	"26"	"30-34 years"	"30-34"	"2016"	"2016"	963	593158	162.4
	"Michigan"	"26"	"30-34 years"	"30-34"	"2017"	"2017"	1073	593016	180.9
	"Michigan"	"26"	"30-34 years"	"30-34"	"2018"	"2018"	1052	602197	174.7
	"Michigan"	"26"	"35-39 years"	"35-39"	"1999"	"1999"	1299	797517	162.9
	"Michigan"	"26"	"35-39 years"	"35-39"	"2000"	"2000"	1265	787367	160.7
	"Michigan"	"26"	"35-39 years"	"35-39"	"2001"	"2001"	1234	764623	161.4
	"Michigan"	"26"	"35-39 years"	"35-39"	"2002"	"2002"	1199	743805	161.2
	"Michigan"	"26"	"35-39 years"	"35-39"	"2003"	"2003"	1099	723342	151.9
	"Michigan"	"26"	"35-39 years"	"35-39"	"2004"	"2004"	1101	703379	156.5
	"Michigan"	"26"	"35-39 years"	"35-39"	"2005"	"2005"	1075	694506	154.8
	"Michigan"	"26"	"35-39 years"	"35-39"	"2006"	"2006"	1102	691345	159.4
	"Michigan"	"26"	"35-39 years"	"35-39"	"2007"	"2007"	1045	679124	153.9
	"Michigan"	"26"	"35-39 years"	"35-39"	"2008"	"2008"	1035	658307	157.2
	"Michigan"	"26"	"35-39 years"	"35-39"	"2009"	"2009"	1008	633281	159.2
	"Michigan"	"26"	"35-39 years"	"35-39"	"2010"	"2010"	971	612493	158.5
	"Michigan"	"26"	"35-39 years"	"35-39"	"2011"	"2011"	945	580108	162.9
	"Michigan"	"26"	"35-39 years"	"35-39"	"2012"	"2012"	864	567192	152.3
	"Michigan"	"26"	"35-39 years"	"35-39"	"2013"	"2013"	891	562527	158.4
	"Michigan"	"26"	"35-39 years"	"35-39"	"2014"	"2014"	902	566228	159.3
	"Michigan"	"26"	"35-39 years"	"35-39"	"2015"	"2015"	1033	574984	179.7
	"Michigan"	"26"	"35-39 years"	"35-39"	"2016"	"2016"	1131	583466	193.8
	"Michigan"	"26"	"35-39 years"	"35-39"	"2017"	"2017"	1129	592177	190.7
	"Michigan"	"26"	"35-39 years"	"35-39"	"2018"	"2018"	1231	599690	205.3
	"Michigan"	"26"	"40-44 years"	"40-44"	"1999"	"1999"	2021	807841	250.2
	"Michigan"	"26"	"40-44 years"	"40-44"	"2000"	"2000"	2018	811006	248.8
	"Michigan"	"26"	"40-44 years"	"40-44"	"2001"	"2001"	2017	813422	248.0
	"Michigan"	"26"	"40-44 years"	"40-44"	"2002"	"2002"	1977	804779	245.7
	"Michigan"	"26"	"40-44 years"	"40-44"	"2003"	"2003"	1884	794227	237.2
	"Michigan"	"26"	"40-44 years"	"40-44"	"2004"	"2004"	1779	786809	226.1
	"Michigan"	"26"	"40-44 years"	"40-44"	"2005"	"2005"	1812	770306	235.2
	"Michigan"	"26"	"40-44 years"	"40-44"	"2006"	"2006"	1751	748354	234.0
	"Michigan"	"26"	"40-44 years"	"40-44"	"2007"	"2007"	1574	724024	217.4
	"Michigan"	"26"	"40-44 years"	"40-44"	"2008"	"2008"	1537	698366	220.1
	"Michigan"	"26"	"40-44 years"	"40-44"	"2009"	"2009"	1514	674817	224.4
	"Michigan"	"26"	"40-44 years"	"40-44"	"2010"	"2010"	1481	665481	222.5
	"Michigan"	"26"	"40-44 years"	"40-44"	"2011"	"2011"	1500	662087	226.6
	"Michigan"	"26"	"40-44 years"	"40-44"	"2012"	"2012"	1425	654359	217.8
	"Michigan"	"26"	"40-44 years"	"40-44"	"2013"	"2013"	1462	639994	228.4
	"Michigan"	"26"	"40-44 years"	"40-44"	"2014"	"2014"	1479	622973	237.4
	"Michigan"	"26"	"40-44 years"	"40-44"	"2015"	"2015"	1412	600477	235.1
	"Michigan"	"26"	"40-44 years"	"40-44"	"2016"	"2016"	1397	573796	243.5
	"Michigan"	"26"	"40-44 years"	"40-44"	"2017"	"2017"	1382	563657	245.2
	"Michigan"	"26"	"40-44 years"	"40-44"	"2018"	"2018"	1435	563499	254.7
	"Michigan"	"26"	"45-49 years"	"45-49"	"1999"	"1999"	2684	721311	372.1
	"Michigan"	"26"	"45-49 years"	"45-49"	"2000"	"2000"	2677	734905	364.3
	"Michigan"	"26"	"45-49 years"	"45-49"	"2001"	"2001"	2779	752117	369.5
	"Michigan"	"26"	"45-49 years"	"45-49"	"2002"	"2002"	2858	768119	372.1
	"Michigan"	"26"	"45-49 years"	"45-49"	"2003"	"2003"	2865	782215	366.3
	"Michigan"	"26"	"45-49 years"	"45-49"	"2004"	"2004"	2877	789495	364.4
	"Michigan"	"26"	"45-49 years"	"45-49"	"2005"	"2005"	2784	792317	351.4
	"Michigan"	"26"	"45-49 years"	"45-49"	"2006"	"2006"	2799	791945	353.4
	"Michigan"	"26"	"45-49 years"	"45-49"	"2007"	"2007"	2777	781618	355.3
	"Michigan"	"26"	"45-49 years"	"45-49"	"2008"	"2008"	2743	767728	357.3
	"Michigan"	"26"	"45-49 years"	"45-49"	"2009"	"2009"	2587	757780	341.4
	"Michigan"	"26"	"45-49 years"	"45-49"	"2010"	"2010"	2630	744581	353.2
	"Michigan"	"26"	"45-49 years"	"45-49"	"2011"	"2011"	2550	718152	355.1
	"Michigan"	"26"	"45-49 years"	"45-49"	"2012"	"2012"	2329	698214	333.6
	"Michigan"	"26"	"45-49 years"	"45-49"	"2013"	"2013"	2278	677691	336.1
	"Michigan"	"26"	"45-49 years"	"45-49"	"2014"	"2014"	2178	659065	330.5
	"Michigan"	"26"	"45-49 years"	"45-49"	"2015"	"2015"	2221	652016	340.6
	"Michigan"	"26"	"45-49 years"	"45-49"	"2016"	"2016"	2177	648400	335.7
	"Michigan"	"26"	"45-49 years"	"45-49"	"2017"	"2017"	2208	642154	343.8
	"Michigan"	"26"	"45-49 years"	"45-49"	"2018"	"2018"	2212	629912	351.2
	"Michigan"	"26"	"50-54 years"	"50-54"	"1999"	"1999"	3220	608876	528.8
	"Michigan"	"26"	"50-54 years"	"50-54"	"2000"	"2000"	3353	633034	529.7
	"Michigan"	"26"	"50-54 years"	"50-54"	"2001"	"2001"	3524	672596	523.9
	"Michigan"	"26"	"50-54 years"	"50-54"	"2002"	"2002"	3710	673707	550.7
	"Michigan"	"26"	"50-54 years"	"50-54"	"2003"	"2003"	3702	684360	540.9
	"Michigan"	"26"	"50-54 years"	"50-54"	"2004"	"2004"	3678	698972	526.2
	"Michigan"	"26"	"50-54 years"	"50-54"	"2005"	"2005"	3941	714401	551.7
	"Michigan"	"26"	"50-54 years"	"50-54"	"2006"	"2006"	3937	727584	541.1
	"Michigan"	"26"	"50-54 years"	"50-54"	"2007"	"2007"	4086	743065	549.9
	"Michigan"	"26"	"50-54 years"	"50-54"	"2008"	"2008"	4071	755909	538.6
	"Michigan"	"26"	"50-54 years"	"50-54"	"2009"	"2009"	4080	762128	535.3
	"Michigan"	"26"	"50-54 years"	"50-54"	"2010"	"2010"	4004	765452	523.1
	"Michigan"	"26"	"50-54 years"	"50-54"	"2011"	"2011"	4041	763859	529.0
	"Michigan"	"26"	"50-54 years"	"50-54"	"2012"	"2012"	3799	755469	502.9
	"Michigan"	"26"	"50-54 years"	"50-54"	"2013"	"2013"	3959	744323	531.9
	"Michigan"	"26"	"50-54 years"	"50-54"	"2014"	"2014"	3756	736735	509.8
	"Michigan"	"26"	"50-54 years"	"50-54"	"2015"	"2015"	3704	722412	512.7
	"Michigan"	"26"	"50-54 years"	"50-54"	"2016"	"2016"	3658	699694	522.8
	"Michigan"	"26"	"50-54 years"	"50-54"	"2017"	"2017"	3497	680338	514.0
	"Michigan"	"26"	"50-54 years"	"50-54"	"2018"	"2018"	3432	660148	519.9
	"Michigan"	"26"	"55-59 years"	"55-59"	"1999"	"1999"	3957	474708	833.6
	"Michigan"	"26"	"55-59 years"	"55-59"	"2000"	"2000"	3946	485895	812.1
	"Michigan"	"26"	"55-59 years"	"55-59"	"2001"	"2001"	3972	499424	795.3
	"Michigan"	"26"	"55-59 years"	"55-59"	"2002"	"2002"	4220	536568	786.5
	"Michigan"	"26"	"55-59 years"	"55-59"	"2003"	"2003"	4266	554493	769.4
	"Michigan"	"26"	"55-59 years"	"55-59"	"2004"	"2004"	4310	580661	742.3
	"Michigan"	"26"	"55-59 years"	"55-59"	"2005"	"2005"	4730	610982	774.2
	"Michigan"	"26"	"55-59 years"	"55-59"	"2006"	"2006"	4808	643295	747.4
	"Michigan"	"26"	"55-59 years"	"55-59"	"2007"	"2007"	4820	644997	747.3
	"Michigan"	"26"	"55-59 years"	"55-59"	"2008"	"2008"	4897	656317	746.1
	"Michigan"	"26"	"55-59 years"	"55-59"	"2009"	"2009"	4953	670915	738.2
	"Michigan"	"26"	"55-59 years"	"55-59"	"2010"	"2010"	5125	683186	750.2
	"Michigan"	"26"	"55-59 years"	"55-59"	"2011"	"2011"	5194	699224	742.8
	"Michigan"	"26"	"55-59 years"	"55-59"	"2012"	"2012"	5316	714120	744.4
	"Michigan"	"26"	"55-59 years"	"55-59"	"2013"	"2013"	5489	727580	754.4
	"Michigan"	"26"	"55-59 years"	"55-59"	"2014"	"2014"	5735	732682	782.7
	"Michigan"	"26"	"55-59 years"	"55-59"	"2015"	"2015"	5687	734333	774.4
	"Michigan"	"26"	"55-59 years"	"55-59"	"2016"	"2016"	5819	732231	794.7
	"Michigan"	"26"	"55-59 years"	"55-59"	"2017"	"2017"	5555	725134	766.1
	"Michigan"	"26"	"55-59 years"	"55-59"	"2018"	"2018"	5417	716278	756.3
	"Michigan"	"26"	"60-64 years "	"60-64"	"1999"	"1999"	4882	375136	1301.4
	"Michigan"	"26"	"60-64 years "	"60-64"	"2000"	"2000"	4835	377144	1282.0
	"Michigan"	"26"	"60-64 years "	"60-64"	"2001"	"2001"	4826	386266	1249.4
	"Michigan"	"26"	"60-64 years "	"60-64"	"2002"	"2002"	4858	402810	1206.0
	"Michigan"	"26"	"60-64 years "	"60-64"	"2003"	"2003"	5098	427426	1192.7
	"Michigan"	"26"	"60-64 years "	"60-64"	"2004"	"2004"	4999	443650	1126.8
	"Michigan"	"26"	"60-64 years "	"60-64"	"2005"	"2005"	5317	456078	1165.8
	"Michigan"	"26"	"60-64 years "	"60-64"	"2006"	"2006"	5251	465970	1126.9
	"Michigan"	"26"	"60-64 years "	"60-64"	"2007"	"2007"	5553	501860	1106.5
	"Michigan"	"26"	"60-64 years "	"60-64"	"2008"	"2008"	5745	519459	1106.0
	"Michigan"	"26"	"60-64 years "	"60-64"	"2009"	"2009"	5962	545522	1092.9
	"Michigan"	"26"	"60-64 years "	"60-64"	"2010"	"2010"	6127	568811	1077.2
	"Michigan"	"26"	"60-64 years "	"60-64"	"2011"	"2011"	6496	604929	1073.8
	"Michigan"	"26"	"60-64 years "	"60-64"	"2012"	"2012"	6437	607717	1059.2
	"Michigan"	"26"	"60-64 years "	"60-64"	"2013"	"2013"	6562	619728	1058.9
	"Michigan"	"26"	"60-64 years "	"60-64"	"2014"	"2014"	6878	633650	1085.5
	"Michigan"	"26"	"60-64 years "	"60-64"	"2015"	"2015"	7023	649553	1081.2
	"Michigan"	"26"	"60-64 years "	"60-64"	"2016"	"2016"	7327	660547	1109.2
	"Michigan"	"26"	"60-64 years "	"60-64"	"2017"	"2017"	7491	675096	1109.6
	"Michigan"	"26"	"60-64 years "	"60-64"	"2018"	"2018"	7572	686526	1102.9
	"Michigan"	"26"	"65-69 years"	"65-69"	"1999"	"1999"	6880	329896	2085.5
	"Michigan"	"26"	"65-69 years"	"65-69"	"2000"	"2000"	6724	328835	2044.8
	"Michigan"	"26"	"65-69 years"	"65-69"	"2001"	"2001"	6220	327181	1901.1
	"Michigan"	"26"	"65-69 years"	"65-69"	"2002"	"2002"	6229	327286	1903.2
	"Michigan"	"26"	"65-69 years"	"65-69"	"2003"	"2003"	6001	333007	1802.1
	"Michigan"	"26"	"65-69 years"	"65-69"	"2004"	"2004"	6018	341588	1761.8
	"Michigan"	"26"	"65-69 years"	"65-69"	"2005"	"2005"	6027	345971	1742.1
	"Michigan"	"26"	"65-69 years"	"65-69"	"2006"	"2006"	5977	353433	1691.1
	"Michigan"	"26"	"65-69 years"	"65-69"	"2007"	"2007"	6181	369734	1671.7
	"Michigan"	"26"	"65-69 years"	"65-69"	"2008"	"2008"	6525	393217	1659.4
	"Michigan"	"26"	"65-69 years"	"65-69"	"2009"	"2009"	6563	408248	1607.6
	"Michigan"	"26"	"65-69 years"	"65-69"	"2010"	"2010"	6690	418625	1598.1
	"Michigan"	"26"	"65-69 years"	"65-69"	"2011"	"2011"	6809	430419	1581.9
	"Michigan"	"26"	"65-69 years"	"65-69"	"2012"	"2012"	7202	465350	1547.7
	"Michigan"	"26"	"65-69 years"	"65-69"	"2013"	"2013"	7530	482579	1560.4
	"Michigan"	"26"	"65-69 years"	"65-69"	"2014"	"2014"	7916	505071	1567.3
	"Michigan"	"26"	"65-69 years"	"65-69"	"2015"	"2015"	8317	530386	1568.1
	"Michigan"	"26"	"65-69 years"	"65-69"	"2016"	"2016"	8726	557306	1565.7
	"Michigan"	"26"	"65-69 years"	"65-69"	"2017"	"2017"	8810	562365	1566.6
	"Michigan"	"26"	"65-69 years"	"65-69"	"2018"	"2018"	8899	571956	1555.9
	"Michigan"	"26"	"70-74 years"	"70-74"	"1999"	"1999"	9874	315575	3128.9
	"Michigan"	"26"	"70-74 years"	"70-74"	"2000"	"2000"	9680	314045	3082.4
	"Michigan"	"26"	"70-74 years"	"70-74"	"2001"	"2001"	9295	310704	2991.6
	"Michigan"	"26"	"70-74 years"	"70-74"	"2002"	"2002"	9027	305171	2958.0
	"Michigan"	"26"	"70-74 years"	"70-74"	"2003"	"2003"	8576	298462	2873.4
	"Michigan"	"26"	"70-74 years"	"70-74"	"2004"	"2004"	7982	292404	2729.8
	"Michigan"	"26"	"70-74 years"	"70-74"	"2005"	"2005"	7933	290143	2734.2
	"Michigan"	"26"	"70-74 years"	"70-74"	"2006"	"2006"	7695	289713	2656.1
	"Michigan"	"26"	"70-74 years"	"70-74"	"2007"	"2007"	7499	290500	2581.4
	"Michigan"	"26"	"70-74 years"	"70-74"	"2008"	"2008"	7636	295187	2586.8
	"Michigan"	"26"	"70-74 years"	"70-74"	"2009"	"2009"	7469	302778	2466.8
	"Michigan"	"26"	"70-74 years"	"70-74"	"2010"	"2010"	7578	306084	2475.8
	"Michigan"	"26"	"70-74 years"	"70-74"	"2011"	"2011"	7618	315134	2417.4
	"Michigan"	"26"	"70-74 years"	"70-74"	"2012"	"2012"	7983	330504	2415.4
